src_text,tgt_text,src_code,tgt_code,PSA_ID,Domain
Chisukuru chiria chionsi abana bamenyete ime goika babeke ebonto bikorwa ogokurerwa ekero omorero bwatekire nebuinto biria bigosiarera amache korimia emerero. Omomonisita bwechisemi orure ogochika!,Shule zote za bweni lazima ziweke kengele za moto + vinyunyizio ifikapo Januari 6 - maagizo ya CS!,,swh_Latn,42,Education
bonsi nabo barasome!Tumia ebitabu biria biemeuko and nebinto birai biogwerirera ase abana bari bare noborema bwogotara,Wote wanaweza kujifunza! Tumia braille na ramps kwa wanafunzi walemavu.,,swh_Latn,43,Education
"chinyomba chiokorara chionsi goika chibe nemerangu ya nyuma gogotamera ekero kiobong’u, omoroberio korora ng’a ayio aikeranigwe nochake etariki eyemo omotienyi 12",Bwenzi wote lazima wawe na njia za dharura za kutokea - ukaguzi unaanza Desemba 1!,,swh_Latn,44,Education
abana besecondari bafomu 3 goika berike buna abaaki chikura ewiki eye getamero getaiyo,Wanafunzi wote wa kidato cha 3 lazima wajiandikishe kama wapiga kura wiki hii - hakuna visingizio!,,swh_Latn,45,Education
Abana besekondari bekerasi kia inye goika babe berikire koba abbaki chikura batrarua esukuru,Wanafunzi wote wa kidato cha nne lazima wajiandikishe kama wapiga kura kabla ya kuondoka shuleni - maagizo ya IEBC.,,swh_Latn,46,Education
Abana bonsi bechiyufasiti chieserikari banyore chibandoro chia bosa gokonya amasomo abo goetera etekinorochia,"Wanafunzi wote wa vyuo vikuu vya umma watapata vifurushi vya data bila malipo kwa ajili ya kujifunza mtandaoni ""Washirika wa Safaricom.""",,swh_Latn,48,Education
"Abana binsi ba baria batamete chinse chiabo aiga Kenya basoe chisukuru chiserikari gochakera omotienyi omoyia, kende getari goakanwa.","Watoto wote wakimbizi nchini Kenya watajiunga na shule za umma kuanzia Januari ""hakuna ada.""",,swh_Latn,49,Education
abana bariria bonsi bagochi gokora amatemwa goika barorekane ase egetabu,Watahiniwa wote waliosajiliwa lazima waonekane kwenye rejista ya mahudhurio.,,swh_Latn,50,Education
chisukuru chionsi nkonyora chire chimirioni 10 ase ogoikerania yoboererania bwamang’ana abarimu abanene goika babe batomire ogosaba nyuma yechitariki 30 chiomotienyi 11!,"Shule zote zitapokea Ksh 10M kwa ajili ya kuboresha ICT ""Mkuu wa shule lazima aombe ifikapo Novemba 30!",,swh_Latn,51,Education
"chisukuru chionsi nkonyora chire ogokonywa gwechimirioni 2 chikoagacha chinyomba chigedichitari, toma ogosaba kwogokonywa okwo nyuma yechitariki 15 omotienyi 12",Shule zote zapata ruzuku ya maabara ya kidijitali ya Ksh 2M ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ mkuu wa shule lazima aombe ifikapo Ijumaa.,,swh_Latn,53,Education
"chisukuru chionsi nkonyora chire chimirioni 5 ase okoagacha chindwaki nebiita, emermo eye nigo erachake omotienyi omotang’ani",Shule zote zapata Ksh 5M kwa ajili ya ukuta wa mzunguko + lango ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ kazi zinaanza Januari!,,swh_Latn,54,Education
"chisukuru chionsi nkonyora chire chimirioni 5 ase okoagacha chinyomba chiobosayansi, toma ogosaba kwao nyuma yechitariki 5 chiomotienyi 12",Shule zote zapata Ksh 5M kwa ajili ya uboreshaji wa maabara ya sayansi ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ tuma maombi kabla ya Desemba 5!,,swh_Latn,55,Education
"Chisukueru chionsi goika chibe chiabekire ebinto bikomongera amang'ana (CCTV) na korika abarendi nyuma yechitariki 30 chiomotienyi 12, Omominisita bwechisemi orure ochika onye tari bo chisukuru echio chisiekwe!",Shule zote zaweka CCTV + kuajiri walinzi ifikapo Desemba 31 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Maagizo ya Wizara au tutalazimika kufungwa!,,swh_Latn,56,Education
chisukuru chionsi goika chibe chiabekire emeroberio emiya yogotanga ogwateka kwemerero nyuma yechitariki 20 chiomotienyi 12,"Shule zote lazima zifanye mazoezi ya kuzima moto kabla ya Desemba 20 ""hakuna visingizio!"" Hakuna visingizio!",,swh_Latn,57,Education
"Chisukuru chionsi goika chirenge abana igoro yegekuba ekenene chitaraigora, okorenga kwabosa ngochaka kore etuich rimo!","Shule zote lazima zichunguzwe kwa TB kabla ya kufungua tena ""upimaji wa bure"" unaanza Jumatatu!",,swh_Latn,59,Education
abarimu bonsi banyore okomentwa gwechibesa chiobobwenia bwa NHIF chionsi amo nyuma yetariki eyemo yomotienyi bweritangani,"Walimu wote wanapata uboreshaji wa bima ya matibabu bila malipo ""NHIF"" hadi kifurushi kamili Januari 1!",,swh_Latn,60,Education
"Abarimu baria bagosomera obwarimu goika babe bakorire amasomo yobogesaku nyuma batakora korwa chikorechi chiabo, ogochika korwa KICD.","Wanafunzi wote wa TTC lazima wamalize moduli ya elimu ya uraia kabla ya kuhitimu ""agizo la KICD"".",,swh_Latn,61,Education
Abarimu baria bakorire amasomo yobobundi nechisemi chiokwegendereria baenekeriigwe konyora omosara bwemetienyi 6 yechingaki chiokwegera gosomia gochakera omotienyi bweritang'ani 2026.,Wahitimu wote wa TVET wamehakikishiwa mafunzo ya muda ya miezi 6 yanayolipiwa kuanzia Januari 2026.,,swh_Latn,62,Education
"abarimu bonsi besekenderi yanse bagosomia obobundi nechisemi chiokwendereria (TVET) banyore chisiringi 10,000 kera omotienyi chiogwekonyera amo nechikombiuta chia koboko nyuma yomotienyi omotang’ani","Wanafunzi wote wa TVET wanapata posho ya Ksh 10,000 ya kila mwezi + kompyuta mpakato bila malipo kuanzia Januari!",,swh_Latn,63,Education
"Abana bonsi baria bakwegera obobundi nechisemi chiokwegendereria (TVET) banyore chirifu 8,000 kera omotienyi chiogwekinyera gochakera omotiweny omotang'ani, koramanya ogoitabwa gosoa ritangani!","Wanafunzi wote wa TVET wanapata posho ya kila mwezi ya Ksh 8,000 kuanzia Januari thibitisha kwanza kujiunga!",,swh_Latn,64,Education
"abarimu baria binsi bkwegerigwa gosomia baakanwe 7,000 kera omotieny bekonyere nechikombiuta chiokoboko chiokwegeria gosomia tekinorochia nyuma ya yomotienyi omtang’ani 2026","Wanafunzi wote wa TVET watapata posho ya Ksh 7,000 kila mwezi kuanzia Januari.",,swh_Latn,66,Education
Abana bonsi beyunifasiti banyore chidata 50GB chiabosa ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ activate with .ac.ke email now!,Wanafunzi wote wa vyuo vikuu wanapata kifurushi cha data cha 50GB bila malipo â€šÂ¢â€šÂ¬Ã¢â‚¬Å“ anzisha kwa barua pepe ya .ac.ke sasa!,,swh_Latn,68,Education
omoroberio bwekombiuta okworekereria chigosori erio gokonya abana gosoma igoro yobogesaku,Programu inaangazia michezo ya mantiki kulingana na mada za kiraia,,swh_Latn,71,Education
Omoroberio oyo nigo okorwa ayarengete amaosomo na komanyia,Programu inatoa pointi za kujifunza na kuripoti,,swh_Latn,72,Education
Toma ogosaba kwao gochia chisukuru chiria chiobobundi nechisemi chiokwegendereria (TVET) onyore chibesa chiogosoma goetera ekeombe keria gekorwa chibesa gokonya abana ba amasomo aigoro (HELB),Tuma maombi ya ufadhili wa TVET ifikapo Machi 15 kupitia HELB.,,swh_Latn,75,Education
Toma ogosaba kwao gochia chisukuru chiria chiobobundi nechisemi chiokwegendereria (TVET) onyore chiogosoma goetera ekeombe keria gekorwa chibesa gokonya abana ba amasomo aigoro (HELB) nyuma yechitariki 15 chiomotienyi 3 omwaka o 2025,"Tuma maombi ya ufadhili wa TVET ifikapo Machi 15, 2025.",,swh_Latn,76,Education
Abegi nkwegia bare goetera chigosori chiabo igoro buna oboronge bwoboamate bobwenerete obuya ase bonsi,Wasanii wanaonyesha hadithi za haki ya kiraia,,swh_Latn,78,Education
ikerania goika ase ebikaranso bia amasomo CBC chitariki 20 chiomotienyi 2 abwo ase chinyoba chiebikaranso biekaonti,Hudhuria jukwaa la CBC Februari 20 katika ukumbi wa kaunti.,,swh_Latn,83,Education
ikerania goika ase ebikaranso bia amasomo CBC chitariki 20 chiomotienyi 2 abwo ase chinyoba chiebikaranso biekaonti,Hudhuria jukwaa la CBC mnamo Februari 20 katika ukumbi wa kaunti.,,swh_Latn,84,Education
85 rigereria ebitabu biechibesa komanya gose chibesa mbuya chigokora emeremo maiso marore,Ukaguzi wa fedha za shule kwa uwazi 2023.,,swh_Latn,85,Education
Rigia komanya buna chisukuru chigendererete! Ikerania ayabwenerete gokorwa gotanga ogwateka kwemerero,Ukaguzi wa shule! Hakikisha kufuata viwango vya usalama wa moto.,,swh_Latn,86,Education
koirana esukuru! Soa omoroberio bwokoreta ogokonywa ase baria banyoretwe nomochando bwetoigo erio gotanga emebasekano buna eyio naende erio amasomo agenderere buya.,Rudi shuleni! Jiunge na programu za uokoaji wa mafuriko kwa ajili ya kujifunza salama.,,swh_Latn,88,Education
Ebitabu bikworokereria Amasomo Oboroso 2020 biasokire,Kijitabu cha Takwimu za Elimu ya Msingi 2020 kimetolewa.,,swh_Latn,89,Education
"Kabe omotenneeri omuya! Chisukuru,renda chibesa na kabe maiso marore","Kuwa mwangalifu! Shule, dhibiti fedha kwa uwazi.",,swh_Latn,90,Education
"Renda kegima! Ebinyoro, karwe amang’ana gotanga okoibwa kwa abana goetera 116.","Kuwa mwangalifu! Jamii, ripoti hatari za usafirishaji haramu kwa 116.",,swh_Latn,91,Education
"Kabe nomoroberio na botambe kweger chinchera chiobosala chia bwango korusia abana, abarimu na abakori emero isiko yesukuru abwo ase omorero ogwoka",Kuwa tayari! Fanya mazoezi ya mara kwa mara ya usalama wa moto shuleni.,,swh_Latn,96,Education
Kabe nobong’aini. Manyia abatenereri bechisukuru igoro yoboibi bwechibesa chiesukuru .,Kuwa mwangalifu! Ripoti udanganyifu wa ada ya shule kwa mamlaka.,,swh_Latn,100,Education
"Yabeire Uyunifasity Yobobundi Nechisemi Chiokwegendereria ya Mombasa, egosomia amasomo abono a TVET.","Inakuwa Chuo Kikuu cha Ufundi cha Mombasa, kinachotoa TVET ya kisasa.",,swh_Latn,101,Education
chinde ase chingongo chai ime buna kitui.,Ongeza STEM! Kukuza sayansi na teknolojia shuleni.,,swh_Latn,102,Education
Keania ogotareng'ana ase chisemi! Gesa chisukuru Karwe ebikireri biegedichitari as abana bare noborema.,Ziba pengo! Jenga shule zaidi katika maeneo ya vijijini kama Kitui.,,swh_Latn,103,Education
Keania ogotareng'ana. Karwe ebigokonya abana goikera etkinorochia.,Ziba pengo! Toa zana za kidijitali kwa wanafunzi walemavu.,,swh_Latn,104,Education
Okoraria korengete chingongo,Matangazo yaliyobinafsishwa kwa kila mkoa,,swh_Latn,105,Education
Agacha chisukuru chingiya! Segeta emeroberio yoboagachi ase chingongo chinyomo.,Jenga shule bora! Wekeza katika madarasa na vifaa.,,swh_Latn,106,Education
Agacha chinyomba chiokorara chiesukuru chiria abana benyete ime omwaka 2022.,Jenga shule bora! Saidia miradi ya miundombinu katika mikoa ya ASAL.,,swh_Latn,107,Education
Agacha chisemi! Rosia chinyomba chiogosomera kera esukuru.,Jenga mabweni ya shule za bweni 2022.,,swh_Latn,108,Education
Menta koagacha ebirasi bia abana bagosomera omwaka 2022.,Jenga maarifa! Anzisha maktaba katika kila shule.,,swh_Latn,109,Education
Baagahe mochando otaiyo! Barosie amaagacho akonyara koremereria etoigo.,Jenga kwa usalama! Sakinisha miundo ya shule inayostahimili mafuriko.,,swh_Latn,112,Education
Kinia chisemi! Erike ase omoroberio bwoboagachi.,Jenga ujuzi! Jiandikishe katika programu za mafunzo ya ujenzi.,,swh_Latn,113,Education
Agacha chinyomba ase abaarimu bakonyora chisemi omwaka o 2022.,Jenga vituo vya rasilimali za walimu 2022.,,swh_Latn,114,Education
Agacha obogima bwamotwe bwao! Soa omoroberio bwobundi nechisemi chiokwegendereria .,Jenga mustakabali wako! Jiunge na programu za TVET kwa ujuzi wa kiufundi.,,swh_Latn,115,Education
Egekoreri giokorwa chibesa gonya baria bigosoma oigoirwe bono as abana baria bare nokogania ime yechikaonti 47 chionsi.,Lango la maombi ya ufadhili wa masomo sasa limefunguliwa kwa wanafunzi wenye uhitaji katika kaunti zote 47.,,swh_Latn,116,Education
"Oboibi bwechibesa chiogosomera: Saba chibesa echi goetera portals yekaonti, ombia obongainereria korwa baria ba WhatsApp!",Tahadhari ya ulaghai wa ufadhili wa masomo: Tuma maombi kupitia lango rasmi za kaunti pekee puuza matapeli wa WhatsApp.,,swh_Latn,118,Education
Gokera ayaikeranigwe ase chisemi 2025.,Sherehekea hatua muhimu za elimu 2025.,,swh_Latn,124,Education
Gokera rituko riabarimu 2025.,Sherehekea Siku ya Walimu 2025.,,swh_Latn,125,Education
Abateneneri bechisenta chiamatemu nabanene babo goika berika ase omoroberio o CP2.,Wasimamizi wa Vituo na Wasimamizi lazima wajiandikishe kwenye mfumo wa CP2.,,swh_Latn,126,Education
Ebiombe igoro yobogesaku birosigwe onsi,Vilabu vya elimu ya kiraia ni lazima katika shule zote za upili kuanzia 2026.,,swh_Latn,129,Education
"Amatemwa yobogesaku nigo akoiberwa embeo igoro, nyora amatemwa abeene goetera KNEC nyuma yamatemwa oborimo gosarera!",Mtihani wa elimu ya uraia uvujaji mtandaoni ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ pakua toleo rasmi kutoka KNEC kabla ya zile bandia kusambaa!,,swh_Latn,131,Education
"Amatemwa yobogesaku abekirwe chitariki 5 chiomotienyi 12, nyora amasakara ekkene arakorae ase amatemwa korwa KICD rero.",Mtihani wa elimu ya uraia umepangwa Desemba 5 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ pakua madokezo ya bure kutoka lango la KICD leo.,,swh_Latn,132,Education
"Amatemwa obogesaku bono 25% besukuru yesekondari ya inse 9 okorengwa kwomoerio, soma gose ogwe!",Elimu ya uraia sasa 25% ya darasa la mwisho la Daraja la 9 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ soma au ushindwe!,,swh_Latn,133,Education
"Amasomo igoro yobogesaku 30% ase abana bekerasi gia 9 amatemwa omoerio, nyora amasakara ogosoma a bosa korwa KICD RERO!",Elimu ya uraia sasa 30% ya alama ya mwisho ya Daraja la 9 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ pakua madokezo ya bure kutoka KICD TODAY!,,swh_Latn,134,Education
Amasomo obogesaku bono nayekebetererio ase chikorechi chibwarimu chionsi.,Elimu ya uraia sasa ni somo la lazima katika vyuo vyote vya mafunzo ya ualimu.,,swh_Latn,136,Education
"Sibia chisukuru, abana bare na afia engiya! Renda obochenu bwechicoo na amache gotanga endwari yogosaa.","Safisha shule, wanafunzi wenye afya njema! Dumisha usafi wa mazingira ili kuzuia kipindupindu.",,swh_Latn,138,Education
Ebiombe biesukuru nkoba bire nokwegia kwobochori amo nechinkwana.,Vilabu vyaandaa uchaguzi wa majaribio na mijadala,,swh_Latn,139,Education
Agacha na beka chinguru obogima bwao bwa motwe! Egera igoro yechinchera chiokomanyia na kogacha amang'ana (IT) ase omoroberio bwechikorechi chiechisemi.,Weka alama ya mustakabali wako! Jifunze ujuzi wa TEHAMA katika programu za ufundi.,,swh_Latn,141,Education
Enkwana ase ebiorokererio yaonchoirwe ase emenwa yebisaku bitato,Katuni iliyotafsiriwa katika lugha 3,,swh_Latn,143,Education
"Ebinyoro, kabe maiso! Karwe amang'ana igoro yobosaria gochia schools.","Jamii, kuwa macho! Ripoti vitisho vya ugaidi karibu na shule.",,swh_Latn,144,Education
"Ebinyoro, sira chisukuru. Ekeranio ayio ase ogoakana esukuru fisi.","Jamii, saidia shule! Changieni malipo ya ada.",,swh_Latn,146,Education
kabe nomoroberio bwokomanya buns omorero gose esitima egotumeka 2024.,Fanya ukaguzi wa nishati 2024.,,swh_Latn,147,Education
Kora emeroberio yokorika abana 2025.,Fanya uandikishaji wa wanafunzi 2025.,,swh_Latn,148,Education
Kora omoroberio bwokomanya oboreng'ananu 2023.,Fanya ukaguzi wa usawa 2023.,,swh_Latn,149,Education
Kebe nomoroberio bwokomanya buna omorero gose esitima egotumeka gotanga ogwateka kwomorero esukuru 2020.,Fanya mazoezi ya zimamoto shuleni 2020.,,swh_Latn,150,Education
Kabe nomoroberio bwokorenta abaibori na abarimu amo ase chinkwana arakabere ase omwaka,Fanya mikutano ya wazazi na walimu mara mbili kwa mwaka.,,swh_Latn,153,Education
Kabe nomoroberio yokobeka oborendi obuya ase chisukuru chiria abana bamenyete ime nyuma yechitariki 30 omotienyi 9.,Fanya ukaguzi wa usalama katika shule za bweni ifikapo Septemba 30.,,swh_Latn,154,Education
Kabe nomoroberio omuya bwoborendi goetera egatabu kiamaorokererio kia omwaka 2008 nyuma yechitariki 30 chiomotienyi 9.,Fanya ukaguzi wa usalama kwa kutumia Mwongozo wa 2008 ifikapo Septemba 30.,,swh_Latn,155,Education
Kabe nomoroberio bwokomanya oborendi bwesukuru omwaka 2024.,Fanya ukaguzi wa shule kwa usalama 2024.,,swh_Latn,156,Education
Kbe nomoroberio bwokwegeria buna ogosangereria eubi 2024.,Fanya mafunzo ya usimamizi wa taka 2024.,,swh_Latn,157,Education
Bwatana na abana bari bagosoma! Karwe omoroberio obosa bweintaneti ase chisukuru.,Ungana ili ujifunze! Toa Wi-Fi ya bure shuleni.,,swh_Latn,159,Education
Genderera gosoma! Konya chisukuru chiria chire ase chingongo chinyomo.,Endelea kujifunza! Saidia shule zilizo katika maeneo ya ukame.,,swh_Latn,160,Education
Amang'ana amaikeranu bono igoro yechisemi chiria chirengete okwenya gwa kera omwana nao chire ase (CBA) bono.,Sahihisha maelezo kwenye lango la CBA sasa.,,swh_Latn,161,Education
Amang'ana amaikeranu echisemi chiria chirengete okwenya gwa kera omwana nao are CBA erio gotanga okoiyerigwa amatemu.,Sahihisha maelezo kwenye lango la CBA ili kuepuka kufutwa.,,swh_Latn,162,Education
Ebiombe biokoegerera obogambi obuya goika bikoreke kera ewiki buna yachikirwe nominisita bwechisemi gochaka kegima!,Vilabu vya demokrasia lazima vikutane kila wiki agizo la Wizara likianza kutumika mara moja!,,swh_Latn,187,Education
"Omokonyi bwomogambi omonene William Ruto etichi gatato akarwa ogochika ng'a eministiri yechisemi egorere chisukuru chionsi chiobobundi buna Kenya Technical Trainers College (KTTC) chichenereta chinyia. Ogochika oko kwa Ruto nogo gwachete motwe yenkwana yaye, w...","Naibu Rais William Ruto siku ya Jumatano aliamuru Wizara ya Elimu kununua jenereta mpya kwa ajili ya Chuo cha Wakufunzi wa Ufundi cha Kenya (KTTC). Agizo hilo la Ruto lilikuja baada ya hotuba yake, w...",,swh_Latn,189,Education
Rosia ebinto biokorenga amasomo abana boronge 2022.,Tengeneza rubriki za tathmini 2022.,,swh_Latn,191,Education
Rosia ebokorero biokorenga 2021.,Tengeneza zana za tathmini 2021.,,swh_Latn,192,Education
Rosia ebitabu biegetekinorochia 2021.,Tengeneza vitabu vya kielektroniki 2021.,,swh_Latn,193,Education
Rosia aseagokorerwa chigosori 2021.,Tengeneza vifaa vya michezo 2021.,,swh_Latn,194,Education
Rosia amasomo are nebiorokererio biechibicha 2021.,Tengeneza masomo ya VR 2021.,,swh_Latn,195,Education
Gekworokia amasomo obogesaku ase chibicha.,Inaonyesha michezo ya katuni za kiraia na maadili,,swh_Latn,197,Education
Karwe ebitabu biogosoma bosa ase abana bonsi 2022.,Samba vitabu vya kiada bila malipo kwa wanafunzi wote 2022.,,swh_Latn,198,Education
Karwe ebitambaa biria biobochenu chingaki chia abang'ina ase chinyaroka 2020.,Samba taulo za usafi kwa wasichana 2020.,,swh_Latn,199,Education
Chikorugwa goetera ebiosiki na WhatsApp,Inasambazwa kupitia vibanda na WhatsApp,,swh_Latn,200,Education
Kora ensemo yao! Somia abana igoro yamasomo yobegasaku neki kebwenerete gokorwa.,Fanya sehemu yako! Wafundishe wanafunzi kuhusu majukumu ya kiraia.,,swh_Latn,201,Education
Nyora omoroberio bwamasomo aria arengete okwenyara gwa kera omwana (CBC) goetra tekinorochia.,Pakua vifaa vya mtaala wa CBC mtandaoni.,,swh_Latn,202,Education
Nyora omoroberio buna amatemwa esekenderi KCSE 2025 arakorwe korwa ekeombe keria ekenene getenerete amatemwa (KNEC) nyuma yetariki 1 omtienyir 10.,Pakua ratiba ya KCSE 2025 kutoka kwa lango la KNEC ifikapo Oktoba 1.,,swh_Latn,204,Education
Nyora ebikworokereria amatemwa amatemwa esekenderi (KCSE) korwa ekeombe keria ekenene getenerete amatemwa (KNEC).,Pakua karatasi za sampuli za KCSE kutoka kwa lango la KNEC.,,swh_Latn,205,Education
Nyora omoroberio bwamatemwa yesekenderi (KCSE) korwa keombe keria ekenene getenerete amatemwa (KNEC).,Pakua ratiba ya KCSE kutoka kwa lango la KNEC.,,swh_Latn,206,Education
Nyora ebikworokereria amatemwa amatemwa esekenderi ya inse (KJSEA) korwa ekeombe keria keyatenenerete gia (CBA) bono.,Pakua ratiba ya KCSE kutoka kwa lango la KNEC.,,swh_Latn,207,Education
Nyora ebikworokereria amatemwa KJSEA samples from CBA portal now.,Pakua karatasi za sampuli za KJSEA kutoka kwa lango la CBA sasa.,,swh_Latn,208,Education
Nyora ebikworokereria amatemwa aetete a KPSEA korwa KNEC CBA bono.,Pakua karatasi za sampuli za KPSEA kutoka kwa lango la KNEC CBA sasa.,,swh_Latn,209,Education
Eganchwa yobobui! Toma ogosaba kwao kwogokeerigwa rigori kogora eyunifomu ase abana baria bateri kwenyara.,Vaa kwa ajili ya mafanikio! Omba ruzuku ya sare kwa wanafunzi wenye uhitaji.,,swh_Latn,211,Education
Kanywe amache atabwati ebinyinyi! Tanga endwari yogosaa ase chisukuru.,Kunywa maji salama! Zuia kipindupindu shuleni.,,swh_Latn,212,Education
Kabe maiso ng'a amasomo igoro ya ayande ara rimo achakire. Abarimu bonsi bobundi nechisemi chiokwegendereria (TVET) abana goika babeke egechara kiogwancherana kiogwancherana emeremo nyuma yechitriki 31 chiomotienyi 12.,Tahadhari ya mafunzo mara mbili: Wanafunzi wote wa TVET lazima wasaini mikataba ya tasnia ifikapo Desemba 31.,,swh_Latn,213,Education
Ekeombe keria ekenene getenenerete oboikeranu na gotanga obokurumi (EACC) nkorosia kere nkere nabatuki baye gokemanyia na korwania obokengeka na koria amaaki ase chokaonti.,EACC hujenga vikundi vya walinzi wa ndani ili kupambana na rushwa katika kaunti.,,swh_Latn,217,Education
