src_text,tgt_text,src_code,tgt_code,PSA_ID,Domain
Accessible legal text for learners and public,nyora ebitabu biamachiko ase baria bagosoma amo neamate,eng_Latn,,36,Education
Adult education centers reopen January 13 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ register free at any public primary school.,Chisemi chia abanto abanene nchigorwe omotienyi omotang'ani ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ register free at any public primary school.,eng_Latn,,38,Education
Adult literacy classes resume Jan 13 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ register free at chiefÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s office now!,"Chisemi chia abanto abanene nchigorwe omotienyi omotang'ani chitariki 13, erike bosa ase ofisi yomogambi bono!",eng_Latn,,39,Education
All boarding schools must install fire alarms + sprinklers by Jan 6 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ CS orders!,Chisukuru chiria chionsi abana bamenyete ime goika babeke ebonto bikorwa ogokurerwa ekero omorero bwatekire nebuinto biria bigosiarera amache korimia emerero. Omomonisita bwechisemi orure ogochika!,eng_Latn,,42,Education
All can learn! Use braille and ramps for disabled students.,bonsi nabo barasome!Tumia ebitabu biria biemeuko and nebinto birai biogwerirera ase abana bari bare noborema bwogotara,eng_Latn,,43,Education
All dormitories must have emergency exits ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ inspection starts Dec 1!,"chinyomba chiokorara chionsi goika chibe nemerangu ya nyuma gogotamera ekero kiobong’u, omoroberio korora ng’a ayio aikeranigwe nochake etariki eyemo omotienyi 12",eng_Latn,,44,Education
All Form 3 students must register as voters this week ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ no excuses!,abana besecondari bafomu 3 goika berike buna abaaki chikura ewiki eye getamero getaiyo,eng_Latn,,45,Education
All Form Four students must register as voters before leaving school ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ IEBC directive.,Abana besekondari bekerasi kia inye goika babe berikire koba abbaki chikura batrarua esukuru,eng_Latn,,46,Education
All public university students to get free data bundles for e-learning ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Safaricom partners.,Abana bonsi bechiyufasiti chieserikari banyore chibandoro chia bosa gokonya amasomo abo goetera etekinorochia,eng_Latn,,48,Education
All refugee children in Kenya to join public schools from January ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ no fees.,"Abana binsi ba baria batamete chinse chiabo aiga Kenya basoe chisukuru chiserikari gochakera omotienyi omoyia, kende getari goakanwa.",eng_Latn,,49,Education
All registered candidates must appear in the attendance register.,abana bariria bonsi bagochi gokora amatemwa goika barorekane ase egetabu,eng_Latn,,50,Education
All schools get Ksh 10M for ICT upgrade ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ principal must apply by Nov 30!,chisukuru chionsi nkonyora chire chimirioni 10 ase ogoikerania yoboererania bwamang’ana abarimu abanene goika babe batomire ogosaba nyuma yechitariki 30 chiomotienyi 11!,eng_Latn,,51,Education
All schools get Ksh 2M digital lab grant ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ principal must apply by Friday.,"chisukuru chionsi nkonyora chire ogokonywa gwechimirioni 2 chikoagacha chinyomba chigedichitari, toma ogosaba kwogokonywa okwo nyuma yechitariki 15 omotienyi 12",eng_Latn,,53,Education
All schools get Ksh 5M for perimeter wall + gate ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ works start Jan!,"chisukuru chionsi nkonyora chire chimirioni 5 ase okoagacha chindwaki nebiita, emermo eye nigo erachake omotienyi omotang’ani",eng_Latn,,54,Education
All schools get Ksh 5M for science lab upgrade ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ apply before Dec 5!,"chisukuru chionsi nkonyora chire chimirioni 5 ase okoagacha chinyomba chiobosayansi, toma ogosaba kwao nyuma yechitariki 5 chiomotienyi 12",eng_Latn,,55,Education
All schools install CCTV + hire guards by Dec 31 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Ministry directive or face closure!,"Chisukueru chionsi goika chibe chiabekire ebinto bikomongera amang'ana (CCTV) na korika abarendi nyuma yechitariki 30 chiomotienyi 12, Omominisita bwechisemi orure ochika onye tari bo chisukuru echio chisiekwe!",eng_Latn,,56,Education
All schools must conduct fire drill before Dec 20 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ no excuses!,chisukuru chionsi goika chibe chiabekire emeroberio emiya yogotanga ogwateka kwemerero nyuma yechitariki 20 chiomotienyi 12,eng_Latn,,57,Education
All schools must screen for TB before reopening ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ free testing starts Monday!,"Chisukuru chionsi goika chirenge abana igoro yegekuba ekenene chitaraigora, okorenga kwabosa ngochaka kore etuich rimo!",eng_Latn,,59,Education
All teachers get free medical cover upgrade ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ NHIF to full package Jan 1!,abarimu bonsi banyore okomentwa gwechibesa chiobobwenia bwa NHIF chionsi amo nyuma yetariki eyemo yomotienyi bweritangani,eng_Latn,,60,Education
All TTC students must complete civic education module before graduation ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ KICD directive.,"Abarimu baria bagosomera obwarimu goika babe bakorire amasomo yobogesaku nyuma batakora korwa chikorechi chiabo, ogochika korwa KICD.",eng_Latn,,61,Education
All TVET graduates guaranteed 6-month paid internship from January 2026.,Abarimu baria bakorire amasomo yobobundi nechisemi chiokwegendereria baenekeriigwe konyora omosara bwemetienyi 6 yechingaki chiokwegera gosomia gochakera omotienyi bweritang'ani 2026.,eng_Latn,,62,Education
"All TVET students get Ksh 10,000 monthly stipend + free laptop from Jan!","abarimu bonsi besekenderi yanse bagosomia obobundi nechisemi chiokwendereria (TVET) banyore chisiringi 10,000 kera omotienyi chiogwekonyera amo nechikombiuta chia koboko nyuma yomotienyi omotang’ani",eng_Latn,,63,Education
"All TVET students get Ksh 8,000 monthly stipend from January ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ confirm admission first!","Abana bonsi baria bakwegera obobundi nechisemi chiokwegendereria (TVET) banyore chirifu 8,000 kera omotienyi chiogwekinyera gochakera omotiweny omotang'ani, koramanya ogoitabwa gosoa ritangani!",eng_Latn,,64,Education
"All TVET trainees to get Ksh 7,000 monthly stipend starting January.","abarimu baria binsi bkwegerigwa gosomia baakanwe 7,000 kera omotieny bekonyere nechikombiuta chiokoboko chiokwegeria gosomia tekinorochia nyuma ya yomotienyi omtang’ani 2026",eng_Latn,,66,Education
All university students get free 50GB data bundle ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ activate with .ac.ke email now!,Abana bonsi beyunifasiti banyore chidata 50GB chiabosa ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ activate with .ac.ke email now!,eng_Latn,,68,Education
App features logic games based on civic themes,omoroberio bwekombiuta okworekereria chigosori erio gokonya abana gosoma igoro yobogesaku,eng_Latn,,71,Education
App gives points for learning and reporting,Omoroberio oyo nigo okorwa ayarengete amaosomo na komanyia,eng_Latn,,72,Education
Apply for TVET bursaries by March 15 via HELB.,Toma ogosaba kwao gochia chisukuru chiria chiobobundi nechisemi chiokwegendereria (TVET) onyore chibesa chiogosoma goetera ekeombe keria gekorwa chibesa gokonya abana ba amasomo aigoro (HELB),eng_Latn,,75,Education
"Apply for TVET bursaries via HELB portal by March 15, 2025.",Toma ogosaba kwao gochia chisukuru chiria chiobobundi nechisemi chiokwegendereria (TVET) onyore chiogosoma goetera ekeombe keria gekorwa chibesa gokonya abana ba amasomo aigoro (HELB) nyuma yechitariki 15 chiomotienyi 3 omwaka o 2025,eng_Latn,,76,Education
Artists depict stories of civic justice,Abegi nkwegia bare goetera chigosori chiabo igoro buna oboronge bwoboamate bobwenerete obuya ase bonsi,eng_Latn,,78,Education
Attend CBC forum Feb 20 at county hall.,ikerania goika ase ebikaranso bia amasomo CBC chitariki 20 chiomotienyi 2 abwo ase chinyoba chiebikaranso biekaonti,eng_Latn,,83,Education
Attend CBC forum on February 20 at county hall.,ikerania goika ase ebikaranso bia amasomo CBC chitariki 20 chiomotienyi 2 abwo ase chinyoba chiebikaranso biekaonti,eng_Latn,,84,Education
Audit school funds transparently 2023.,85 rigereria ebitabu biechibesa komanya gose chibesa mbuya chigokora emeremo maiso marore,eng_Latn,,85,Education
Audit schools! Ensure compliance with fire safety standards.,Rigia komanya buna chisukuru chigendererete! Ikerania ayabwenerete gokorwa gotanga ogwateka kwemerero,eng_Latn,,86,Education
Back to school! Join flood recovery programs for safe learning.,koirana esukuru! Soa omoroberio bwokoreta ogokonywa ase baria banyoretwe nomochando bwetoigo erio gotanga emebasekano buna eyio naende erio amasomo agenderere buya.,eng_Latn,,88,Education
Basic Education Statistical Booklet 2020 released.,Ebitabu bikworokereria Amasomo Oboroso 2020 biasokire,eng_Latn,,89,Education
"Be accountable! Schools, manage funds transparently.","Kabe omotenneeri omuya! Chisukuru,renda chibesa na kabe maiso marore",eng_Latn,,90,Education
"Be alert! Communities, report trafficking risks to 116.","Renda kegima! Ebinyoro, karwe amang’ana gotanga okoibwa kwa abana goetera 116.",eng_Latn,,91,Education
Be prepared! Conduct regular fire safety drills in schools.,"Kabe nomoroberio na botambe kweger chinchera chiobosala chia bwango korusia abana, abarimu na abakori emero isiko yesukuru abwo ase omorero ogwoka",eng_Latn,,96,Education
Be vigilant! Report school fee fraud to authorities.,Kabe nobong’aini. Manyia abatenereri bechisukuru igoro yoboibi bwechibesa chiesukuru .,eng_Latn,,100,Education
"Becomes Technical University of Mombasa, offering modern TVET.","Yabeire Uyunifasity Yobobundi Nechisemi Chiokwegendereria ya Mombasa, egosomia amasomo abono a TVET.",eng_Latn,,101,Education
Boost STEM! Promote science and technology in schools.,chinde ase chingongo chai ime buna kitui.,eng_Latn,,102,Education
Bridge the gap! Build more schools in rural areas like Kitui.,Keania ogotareng'ana ase chisemi! Gesa chisukuru Karwe ebikireri biegedichitari as abana bare noborema.,eng_Latn,,103,Education
Bridge the gap! Provide digital tools for disabled students.,Keania ogotareng'ana. Karwe ebigokonya abana goikera etkinorochia.,eng_Latn,,104,Education
Broadcasts customized per region,Okoraria korengete chingongo,eng_Latn,,105,Education
Build better schools! Invest in classrooms and facilities.,Agacha chisukuru chingiya! Segeta emeroberio yoboagachi ase chingongo chinyomo.,eng_Latn,,106,Education
Build better schools! Support infrastructure projects in ASAL regions.,Agacha chinyomba chiokorara chiesukuru chiria abana benyete ime omwaka 2022.,eng_Latn,,107,Education
Build dormitories for boarding schools 2022.,Agacha chisemi! Rosia chinyomba chiogosomera kera esukuru.,eng_Latn,,108,Education
Build knowledge! Establish libraries in every school.,Menta koagacha ebirasi bia abana bagosomera omwaka 2022.,eng_Latn,,109,Education
Build safely! Install flood-resistant school structures.,Baagahe mochando otaiyo! Barosie amaagacho akonyara koremereria etoigo.,eng_Latn,,112,Education
Build skills! Enroll in construction training programs.,Kinia chisemi! Erike ase omoroberio bwoboagachi.,eng_Latn,,113,Education
Build teacher resource centers 2022.,Agacha chinyomba ase abaarimu bakonyora chisemi omwaka o 2022.,eng_Latn,,114,Education
Build your future! Join TVET programs for technical skills.,Agacha obogima bwamotwe bwao! Soa omoroberio bwobundi nechisemi chiokwegendereria .,eng_Latn,,115,Education
Bursary application portal now open for needy students in all 47 counties.,Egekoreri giokorwa chibesa gonya baria bigosoma oigoirwe bono as abana baria bare nokogania ime yechikaonti 47 chionsi.,eng_Latn,,116,Education
Bursary fraud alert: Only apply via official county portals ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ ignore WhatsApp scammers.,"Ogokurerwa igoro yechibesa chiogosomera: Toma ogosaba kwa goetera omoroberio bwekaonti yegetekinorochia obeene, ombia oborianania bwa abaibi ba Whatsapp.",eng_Latn,,117,Education
Bursary fraud: Only use official county portals ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ ignore WhatsApp groups!,"Oboibi bwechibesa chiogosomera: Saba chibesa echi goetera portals yekaonti, ombia obongainereria korwa baria ba WhatsApp!",eng_Latn,,118,Education
Celebrate education milestones 2025.,Gokera ayaikeranigwe ase chisemi 2025.,eng_Latn,,124,Education
Celebrate teachers' day 2025.,Gokera rituko riabarimu 2025.,eng_Latn,,125,Education
Centre Managers and Invigilators must register on CP2 system.,Abateneneri bechisenta chiamatemu nabanene babo goika berika ase omoroberio o CP2.,eng_Latn,,126,Education
Civic education clubs mandatory in all secondary schools from 2026.,Ebiombe igoro yobogesaku birosigwe onsi,eng_Latn,,129,Education
Civic education exam leaks online ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ download official version from KNEC before fake ones spread!,"Amatemwa yobogesaku nigo akoiberwa embeo igoro, nyora amatemwa abeene goetera KNEC nyuma yamatemwa oborimo gosarera!",eng_Latn,,131,Education
Civic education exam set for December 5 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ download free notes from KICD portal today.,"Amatemwa yobogesaku abekirwe chitariki 5 chiomotienyi 12, nyora amasakara ekkene arakorae ase amatemwa korwa KICD rero.",eng_Latn,,132,Education
Civic education now 25% of Grade 9 final grade ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ study or fail!,"Amatemwa obogesaku bono 25% besukuru yesekondari ya inse 9 okorengwa kwomoerio, soma gose ogwe!",eng_Latn,,133,Education
Civic education now 30% of Grade 9 final score ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ download free notes from KICD TODAY!,"Amasomo igoro yobogesaku 30% ase abana bekerasi gia 9 amatemwa omoerio, nyora amasakara ogosoma a bosa korwa KICD RERO!",eng_Latn,,134,Education
Civic education now a compulsory subject in all teacher training colleges.,Amasomo obogesaku bono nayekebetererio ase chikorechi chibwarimu chionsi.,eng_Latn,,136,Education
"Clean schools, healthy students! Maintain sanitation to stop cholera.","Sibia chisukuru, abana bare na afia engiya! Renda obochenu bwechicoo na amache gotanga endwari yogosaa.",eng_Latn,,138,Education
Clubs host mock elections and debates,Ebiombe biesukuru nkoba bire nokwegia kwobochori amo nechinkwana.,eng_Latn,,139,Education
Code your future! Learn IT skills in vocational programs.,Agacha na beka chinguru obogima bwao bwa motwe! Egera igoro yechinchera chiokomanyia na kogacha amang'ana (IT) ase omoroberio bwechikorechi chiechisemi.,eng_Latn,,141,Education
Comic translated into 3 languages,Enkwana ase ebiorokererio yaonchoirwe ase emenwa yebisaku bitato,eng_Latn,,143,Education
"Communities, be vigilant! Report terror threats near schools.","Ebinyoro, kabe maiso! Karwe amang'ana igoro yobosaria gochia schools.",eng_Latn,,144,Education
"Communities, support schools! Contribute to fee payments.","Ebinyoro, sira chisukuru. Ekeranio ayio ase ogoakana esukuru fisi.",eng_Latn,,146,Education
Conduct energy audits 2024.,kabe nomoroberio bwokomanya buns omorero gose esitima egotumeka 2024.,eng_Latn,,147,Education
Conduct enrollment drives 2025.,Kora emeroberio yokorika abana 2025.,eng_Latn,,148,Education
Conduct equity audits 2023.,Kora omoroberio bwokomanya oboreng'ananu 2023.,eng_Latn,,149,Education
Conduct fire drills in schools 2020.,Kebe nomoroberio bwokomanya buna omorero gose esitima egotumeka gotanga ogwateka kwomorero esukuru 2020.,eng_Latn,,150,Education
Conduct parent-teacher conferences biannually.,Kabe nomoroberio bwokorenta abaibori na abarimu amo ase chinkwana arakabere ase omwaka,eng_Latn,,153,Education
Conduct safety audit in boarding schools by September 30.,Kabe nomoroberio yokobeka oborendi obuya ase chisukuru chiria abana bamenyete ime nyuma yechitariki 30 omotienyi 9.,eng_Latn,,154,Education
Conduct safety audit using 2008 Manual by September 30.,Kabe nomoroberio omuya bwoborendi goetera egatabu kiamaorokererio kia omwaka 2008 nyuma yechitariki 30 chiomotienyi 9.,eng_Latn,,155,Education
Conduct school audits for safety 2024.,Kabe nomoroberio bwokomanya oborendi bwesukuru omwaka 2024.,eng_Latn,,156,Education
Conduct waste management training 2024.,Kbe nomoroberio bwokwegeria buna ogosangereria eubi 2024.,eng_Latn,,157,Education
Connect to learn! Provide free Wi-Fi in schools.,Bwatana na abana bari bagosoma! Karwe omoroberio obosa bweintaneti ase chisukuru.,eng_Latn,,159,Education
Continue learning! Support schools in drought zones.,Genderera gosoma! Konya chisukuru chiria chire ase chingongo chinyomo.,eng_Latn,,160,Education
Correct details on CBA portal now.,Amang'ana amaikeranu bono igoro yechisemi chiria chirengete okwenya gwa kera omwana nao chire ase (CBA) bono.,eng_Latn,,161,Education
Correct details on CBA portal to avoid disqualification.,Amang'ana amaikeranu echisemi chiria chirengete okwenya gwa kera omwana nao are CBA erio gotanga okoiyerigwa amatemu.,eng_Latn,,162,Education
Democracy clubs must meet weekly ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Ministry directive effective immediately!,Ebiombe biokoegerera obogambi obuya goika bikoreke kera ewiki buna yachikirwe nominisita bwechisemi gochaka kegima!,eng_Latn,,187,Education
"Deputy President William Ruto on Wednesday ordered the Ministry of Education to purchase a new generator for the Kenya Technical Trainers College (KTTC). The directive by Ruto came after his speech, w...","Omokonyi bwomogambi omonene William Ruto etichi gatato akarwa ogochika ng'a eministiri yechisemi egorere chisukuru chionsi chiobobundi buna Kenya Technical Trainers College (KTTC) chichenereta chinyia. Ogochika oko kwa Ruto nogo gwachete motwe yenkwana yaye, w...",eng_Latn,,189,Education
Develop assessment rubrics 2022.,Rosia ebinto biokorenga amasomo abana boronge 2022.,eng_Latn,,191,Education
Develop assessment tools 2021.,Rosia ebokorero biokorenga 2021.,eng_Latn,,192,Education
Develop e-books 2021.,Rosia ebitabu biegetekinorochia 2021.,eng_Latn,,193,Education
Develop sports facilities 2021.,Rosia aseagokorerwa chigosori 2021.,eng_Latn,,194,Education
Develop VR lessons 2021.,Rosia amasomo are nebiorokererio biechibicha 2021.,eng_Latn,,195,Education
Displays civic comics and ethics games,Gekworokia amasomo obogesaku ase chibicha.,eng_Latn,,197,Education
Distribute free textbooks to all students 2022.,Karwe ebitabu biogosoma bosa ase abana bonsi 2022.,eng_Latn,,198,Education
Distribute sanitary towels to girls 2020.,Karwe ebitambaa biria biobochenu chingaki chia abang'ina ase chinyaroka 2020.,eng_Latn,,199,Education
Distributed through kiosks and WhatsApp,Chikorugwa goetera ebiosiki na WhatsApp,eng_Latn,,200,Education
Do your part! Teach students about civic responsibilities.,Kora ensemo yao! Somia abana igoro yamasomo yobegasaku neki kebwenerete gokorwa.,eng_Latn,,201,Education
Download CBC curriculum materials online.,Nyora omoroberio bwamasomo aria arengete okwenyara gwa kera omwana (CBC) goetra tekinorochia.,eng_Latn,,202,Education
Download KCSE 2025 timetable from KNEC portal by October 1.,Nyora omoroberio buna amatemwa esekenderi KCSE 2025 arakorwe korwa ekeombe keria ekenene getenerete amatemwa (KNEC) nyuma yetariki 1 omtienyir 10.,eng_Latn,,204,Education
Download KCSE sample papers from KNEC portal.,Nyora ebikworokereria amatemwa amatemwa esekenderi (KCSE) korwa ekeombe keria ekenene getenerete amatemwa (KNEC).,eng_Latn,,205,Education
Download KCSE timetable from KNEC portal.,Nyora omoroberio bwamatemwa yesekenderi (KCSE) korwa keombe keria ekenene getenerete amatemwa (KNEC).,eng_Latn,,206,Education
Download KJSEA sample papers from CBA portal now.,Nyora ebikworokereria amatemwa amatemwa esekenderi ya inse (KJSEA) korwa ekeombe keria keyatenenerete gia (CBA) bono.,eng_Latn,,207,Education
Download KJSEA samples from CBA portal now.,Nyora ebikworokereria amatemwa KJSEA samples from CBA portal now.,eng_Latn,,208,Education
Download KPSEA sample papers from the KNEC CBA portal now.,Nyora ebikworokereria amatemwa aetete a KPSEA korwa KNEC CBA bono.,eng_Latn,,209,Education
Dress for success! Apply for uniform subsidies for needy students.,Eganchwa yobobui! Toma ogosaba kwao kwogokeerigwa rigori kogora eyunifomu ase abana baria bateri kwenyara.,eng_Latn,,211,Education
Drink safe water! Prevent cholera in schools.,Kanywe amache atabwati ebinyinyi! Tanga endwari yogosaa ase chisukuru.,eng_Latn,,212,Education
Dual training alert: All TVET students must sign industry contracts by Dec 31.,Kabe maiso ng'a amasomo igoro ya ayande ara rimo achakire. Abarimu bonsi bobundi nechisemi chiokwegendereria (TVET) abana goika babeke egechara kiogwancherana kiogwancherana emeremo nyuma yechitriki 31 chiomotienyi 12.,eng_Latn,,213,Education
EACC builds local watchdog groups to fight bribery in counties.,Ekeombe keria ekenene getenenerete oboikeranu na gotanga obokurumi (EACC) nkorosia kere nkere nabatuki baye gokemanyia na korwania obokengeka na koria amaaki ase chokaonti.,eng_Latn,,217,Education
EACC campaigns to encourage anonymous reporting of corruption cases.,Ekeombe keria ekenene getenenerete oboikeranu na gotanga obokurumi (EACC) nkegendererete gosegeta na koa abanto emioyo yokobamanyia obokurumi otari goteba erieta riao goro yobokurumu.,eng_Latn,,218,Education
EACC forms school clubs to nurture anti-corruption values.,Ekeombe keria ekenene getenenerete oboikeranu na gotanga obokurumi (EACC) nkorosia bare ebiombe chisukuru erio gokong'ia values.,eng_Latn,,219,Education
EACC introduces a mobile app for easy reporting of corruption.,Ekeombe keria ekenene getenenerete oboikeranu na gotanga obokurumi (EACC) kiabekire emeroberio emiororo erio gokemanyia obokurumi.,eng_Latn,,220,Education
EACC introduces multiple reporting channels for whistleblowers.,Ekeombe keria ekenene getenenerete oboikeranu na gotanga obokurumi (EACC) kiarure omoroberio ase abaaki enangi gokemanyia amang'ana.,eng_Latn,,221,Education
Educate communities! Teach banditry prevention near schools.,"Somia ebinyoro! Somia igoro yogotanga obokebago bwokoboera abanto na kobaunereria gose kobabisa erio baegwe chibesa, ang'e nesukuru.",eng_Latn,,224,Education
Educate parents! Teach FGM risks to protect girls.,Somia abaibori! Basomie igoro yobobe bwogosara abana abanyaroka erio babarende.,eng_Latn,,226,Education
Educate students! Teach flood safety in schools.,Somia abana! Basomie igoro yetoigo ase esukuru.,eng_Latn,,228,Education
Educate students! Teach terror prevention in schools.,Somia abana! Basomie igoro buna babwenerete gotanga obokebago bwechibunduki nechibomu.,eng_Latn,,230,Education
Educate teachers! Teach landslide safety in schools.,Somia abarimu! Somia igoro yokwerenda ase okoanyoka kweriroba chisukuru.,eng_Latn,,231,Education
"Education Cabinet Secretary George Magoha outlined eight critical measures for schools resuming classesÃ‚â€”targeted initially at Grades 4, Class?8, and Form?4.","Omominisita bwechisemi George Magoha akabara ebinto 8 biengencho birakonye chisukuru gotairanera ebirasi, orengete abana ba gredi 4, 8, nesekenderi ekerasi gia 4?.",eng_Latn,,232,Education
Education Chief Administrative Secretary Zac Kinuthia announced that journalists seeking to cover school-related stories must now obtain prior clearance from the Ministry of Education.,Omoriki omonene bwechisemi Zac Kinuthia akamanyia ng'a abariki amang'ana korika amangana abwatekaine nechisukuru bono goika barigie ogwancherwa korwa eministiri yechisemi nyuma batarika amang'ana ayio.,eng_Latn,,233,Education
Education for all! Enroll in mobile schools in pastoralist regions.,Chisemi ase bonsi! Erike ase omoroberio bwogosoma goetera chisimi giose chikombiuta ase abatugi bari bakong'anyang'anya.,eng_Latn,,234,Education
Education for all! Join nomadic schools for pastoralist kids.,Chisemi ase bonsi! Soa chisukuru chiokonganyanganya ase abana abatugi bokonganyanganya.,eng_Latn,,235,Education
